Region,Flow,Value
Auvergne-Rhone-Alpes,ProductionMWh,6207.809701164743
Auvergne-Rhone-Alpes,ProductionMWh,6661.747658457555
Auvergne-Rhone-Alpes,ProductionMWh,7377.804470222086
Auvergne-Rhone-Alpes,ProductionMWh,6336.383516824231
Auvergne-Rhone-Alpes,ProductionMWh,5749.950120120665
Auvergne-Rhone-Alpes,ProductionMWh,6623.719819949665
Auvergne-Rhone-Alpes,ProductionMWh,7096.234387491142
Auvergne-Rhone-Alpes,ProductionMWh,6729.972401504094
Auvergne-Rhone-Alpes,ProductionMWh,6789.403290623255
Auvergne-Rhone-Alpes,ProductionMWh,2561.5
Auvergne-Rhone-Alpes,ProductionMWh,11073.0
Bourgogne-Franche-Comte,ConsumptionMWh,1097.1581785737853
Bourgogne-Franche-Comte,ConsumptionMWh,1044.0153180141594
Bourgogne-Franche-Comte,ConsumptionMWh,1142.1098408116113
Bourgogne-Franche-Comte,ConsumptionMWh,1225.7428448214766
Bourgogne-Franche-Comte,ConsumptionMWh,1096.3619464243432
Bourgogne-Franche-Comte,ConsumptionMWh,1270.924016319517
Bourgogne-Franche-Comte,ConsumptionMWh,1039.2479230911545
Bourgogne-Franche-Comte,ConsumptionMWh,1200.7807387417108
Bourgogne-Franche-Comte,ConsumptionMWh,1062.1791320747056
Bourgogne-Franche-Comte,ConsumptionMWh,1155.4356097057598
Bourgogne-Franche-Comte,ConsumptionMWh,1103.1429810840677
Bourgogne-Franche-Comte,ConsumptionMWh,983.1686070699445
Bourgogne-Franche-Comte,ConsumptionMWh,1083.4148985343988
Bourgogne-Franche-Comte,ConsumptionMWh,1127.1405426368303
Bourgogne-Franche-Comte,ConsumptionMWh,1229.7219887520682
Bourgogne-Franche-Comte,ConsumptionMWh,1328.9631914972083
Bourgogne-Franche-Comte,ConsumptionMWh,1323.4578475948113
Bourgogne-Franche-Comte,ConsumptionMWh,1282.74362109945
Bourgogne-Franche-Comte,ConsumptionMWh,447.5
Bourgogne-Franche-Comte,ConsumptionMWh,2178.0
Bourgogne-Franche-Comte,ProductionMWh,183.84149607168445
Bourgogne-Franche-Comte,ProductionMWh,118.16394074295627
Bourgogne-Franche-Comte,ProductionMWh,106.50963113302934
Bourgogne-Franche-Comte,ProductionMWh,271.5057186623575
Bourgogne-Franche-Comte,ProductionMWh,213.07187428797997
Bourgogne-Franche-Comte,ProductionMWh,178.63258164183884
Bourgogne-Franche-Comte,ProductionMWh,264.6568413772021
Bourgogne-Franche-Comte,ProductionMWh,131.5648437553242
Bourgogne-Franche-Comte,ProductionMWh,185.2767598340757
Bourgogne-Franche-Comte,ProductionMWh,230.335895135449
Bourgogne-Franche-Comte,ProductionMWh,221.73399686293786
Bourgogne-Franche-Comte,ProductionMWh,246.28819426055313
Bourgogne-Franche-Comte,ProductionMWh,117.35293741267816
Bourgogne-Franche-Comte,ProductionMWh,200.69199957716904
Bourgogne-Franche-Comte,ProductionMWh,127.51487534297277
Bourgogne-Franche-Comte,ProductionMWh,25.278285126765667
Bourgogne-Franche-Comte,ProductionMWh,178.28321117420396
Bourgogne-Franche-Comte,ProductionMWh,154.1376325428302
Bourgogne-Franche-Comte,ProductionMWh,18.0
Bourgogne-Franche-Comte,ProductionMWh,755.0
Bretagne,ConsumptionMWh,1252.348694333855
Bretagne,ConsumptionMWh,1228.9716540668337
Bretagne,ConsumptionMWh,1256.6232136249166
Bretagne,ConsumptionMWh,1068.3863101821223
Bretagne,ConsumptionMWh,1303.056140133998
Bretagne,ConsumptionMWh,1600.4011166351581
Bretagne,ConsumptionMWh,1160.4321752910182
Bretagne,ConsumptionMWh,832.3064669396315
Bretagne,ConsumptionMWh,1538.0111479184477
Bretagne,ConsumptionMWh,1397.2879701565032
Bretagne,ConsumptionMWh,1644.6761141311824
Bretagne,ConsumptionMWh,1060.6174518800428
Bretagne,ConsumptionMWh,1408.2968508832425
Bretagne,ConsumptionMWh,1400.281081085739
Bretagne,ConsumptionMWh,1559.4756494169205
Bretagne,ConsumptionMWh,1204.3663919858934
Bretagne,ConsumptionMWh,1293.135467995084
Bretagne,ConsumptionMWh,1166.9121438469501
Bretagne,ConsumptionMWh,466.5
Bretagne,ConsumptionMWh,2681.5
Bretagne,ProductionMWh,225.87566577699488
Bretagne,ProductionMWh,146.90829389749194
Bretagne,ProductionMWh,263.3274809428756
Bretagne,ProductionMWh,91.15701514754167
Bretagne,ProductionMWh,440.97719712917456
Bretagne,ProductionMWh,175.02039080384108
Bretagne,ProductionMWh,290.57660837345855
Bretagne,ProductionMWh,267.43861195613607
Bretagne,ProductionMWh,190.32359615774124
Bretagne,ProductionMWh,259.3960808946136
Bretagne,ProductionMWh,356.16207170207394
Bretagne,ProductionMWh,263.4419960643918
Bretagne,ProductionMWh,198.59882692306113
Bretagne,ProductionMWh,154.6654042937892
Bretagne,ProductionMWh,244.62479089064382
Bretagne,ProductionMWh,375.90178005512314
Bretagne,ProductionMWh,201.71441682620005
Bretagne,ProductionMWh,247.19033353292377
Bretagne,ProductionMWh,9.0
Bretagne,ProductionMWh,1176.5
Centre-Val de Loire,ConsumptionMWh,1002.7939480572563
Centre-Val de Loire,ConsumptionMWh,1140.157647765727
Centre-Val de Loire,ConsumptionMWh,732.4563799808413
Centre-Val de Loire,ConsumptionMWh,1091.3644507987829
Centre-Val de Loire,ConsumptionMWh,1002.0191091113423
Centre-Val de Loire,ConsumptionMWh,1183.46979194828
Centre-Val de Loire,ConsumptionMWh,1386.7093162796252
Centre-Val de Loire,ConsumptionMWh,1038.0403123214742
Centre-Val de Loire,ConsumptionMWh,1314.2628132366701
Centre-Val de Loire,ConsumptionMWh,738.3476710790252
Centre-Val de Loire,ConsumptionMWh,903.2483454446564
Centre-Val de Loire,ConsumptionMWh,994.6592181164011
Centre-Val de Loire,ConsumptionMWh,1058.6895819558126
Centre-Val de Loire,ConsumptionMWh,865.7438959994267
Centre-Val de Loire,ConsumptionMWh,1549.7984604939002
Centre-Val de Loire,ConsumptionMWh,996.5574467655174
Centre-Val de Loire,ConsumptionMWh,1052.7454110151189
Centre-Val de Loire,ConsumptionMWh,1225.9556403534955
Centre-Val de Loire,ConsumptionMWh,455.0
Centre-Val de Loire,ConsumptionMWh,2528.0
Centre-Val de Loire,ProductionMWh,4141.161934153208
Centre-Val de Loire,ProductionMWh,3888.456581700559
Centre-Val de Loire,ProductionMWh,4729.416728638195
Centre-Val de Loire,ProductionMWh,4436.812795772035
Centre-Val de Loire,ProductionMWh,4704.200956256901
Centre-Val de Loire,ProductionMWh,5464.7544102890915
Centre-Val de Loire,ProductionMWh,5007.882267348524
Centre-Val de Loire,ProductionMWh,4118.350892855069
Centre-Val de Loire,ProductionMWh,3891.306570160312
Centre-Val de Loire,ProductionMWh,5949.497114608159
Centre-Val de Loire,ProductionMWh,4517.049406234478
Centre-Val de Loire,ProductionMWh,3995.7876105253526
Centre-Val de Loire,ProductionMWh,3629.399737801854
Centre-Val de Loire,ProductionMWh,3105.6091266143985
Centre-Val de Loire,ProductionMWh,4536.0159509862715
Centre-Val de Loire,ProductionMWh,4176.395219439175
Centre-Val de Loire,ProductionMWh,4133.720158047052
Centre-Val de Loire,ProductionMWh,2909.7112109919503
Centre-Val de Loire,ProductionMWh,1266.0
Centre-Val de Loire,ProductionMWh,6355.5
Grand Est,ConsumptionMWh,2356.772388989584
Grand Est,ConsumptionMWh,2807.1190967036728
Grand Est,ConsumptionMWh,2521.440883143003
Grand Est,ConsumptionMWh,2522.7575660386447
Grand Est,ConsumptionMWh,2278.820809499607
Grand Est,ConsumptionMWh,2050.319034794067
Grand Est,ConsumptionMWh,2757.138865658114
Grand Est,ConsumptionMWh,3000.553855995282
Grand Est,ConsumptionMWh,2956.227584354861
Grand Est,ConsumptionMWh,2935.261012957223
Grand Est,ConsumptionMWh,2474.716787949312
Grand Est,ConsumptionMWh,2283.5727157675083
Grand Est,ConsumptionMWh,2608.9881029270314
Grand Est,ConsumptionMWh,2769.361419154282
Grand Est,ConsumptionMWh,3270.9895550999554
Grand Est,ConsumptionMWh,2300.8194205131626
Grand Est,ConsumptionMWh,2388.051295313457
Grand Est,ConsumptionMWh,2814.277860004573
Grand Est,ConsumptionMWh,1185.0
Grand Est,ConsumptionMWh,4284.0
Grand Est,ProductionMWh,5535.782643356414
Grand Est,ProductionMWh,4882.877750278688
Grand Est,ProductionMWh,6977.549466177574
Grand Est,ProductionMWh,4758.85934484946
Grand Est,ProductionMWh,5882.31241718188
Grand Est,ProductionMWh,6029.535698783211
Grand Est,ProductionMWh,5475.824165711159
Grand Est,ProductionMWh,4661.776487823084
Grand Est,ProductionMWh,5006.404002542153
Grand Est,ProductionMWh,4433.818145459306
Grand Est,ProductionMWh,7070.833026203282
Grand Est,ProductionMWh,6582.999662295558
Grand Est,ProductionMWh,4529.324304829469
Grand Est,ProductionMWh,6363.827360579641
Grand Est,ProductionMWh,6106.045995279647
Grand Est,ProductionMWh,5158.606277127731
Grand Est,ProductionMWh,6566.300277071234
Grand Est,ProductionMWh,5071.167015638923
Grand Est,ProductionMWh,1075.0
Grand Est,ProductionMWh,9497.5
Hauts-de-France,ConsumptionMWh,3070.2462975491567
Hauts-de-France,ConsumptionMWh,2214.158838069734
Hauts-de-France,ConsumptionMWh,3293.572534367609
Hauts-de-France,ConsumptionMWh,2972.618299947048
Hauts-de-France,ConsumptionMWh,2692.92201120097
Hauts-de-France,ConsumptionMWh,2340.7954748448306
Hauts-de-France,ConsumptionMWh,3280.3171597995643
Hauts-de-France,ConsumptionMWh,3178.055442995149
Hauts-de-France,ConsumptionMWh,2967.915336975901
Hauts-de-France,ConsumptionMWh,3090.5006824928387
Hauts-de-France,ConsumptionMWh,2636.1503114026777
Hauts-de-France,ConsumptionMWh,2881.1527598280823
Hauts-de-France,ConsumptionMWh,2515.608464186388
Hauts-de-France,ConsumptionMWh,3115.009304491465
Hauts-de-France,ConsumptionMWh,2952.4702099525844
Hauts-de-France,ConsumptionMWh,3589.640256585639
Hauts-de-France,ConsumptionMWh,3217.180483197129
Hauts-de-France,ConsumptionMWh,2570.0223092390593
Hauts-de-France,ConsumptionMWh,1473.5
Hauts-de-France,ConsumptionMWh,4799.0
Hauts-de-France,ProductionMWh,3371.4539396994915
Hauts-de-France,ProductionMWh,2601.2875308040684
Hauts-de-France,ProductionMWh,3250.372240054181
Hauts-de-France,ProductionMWh,2467.309914925053
Hauts-de-France,ProductionMWh,2888.9822950657694
Hauts-de-France,ProductionMWh,2684.8705753822655
Hauts-de-France,ProductionMWh,2871.500767581502
Hauts-de-France,ProductionMWh,3399.0798319063797
Hauts-de-France,ProductionMWh,2261.443712017219
Hauts-de-France,ProductionMWh,2512.7910820090237
Hauts-de-France,ProductionMWh,3564.043688616073
Hauts-de-France,ProductionMWh,2279.1379614742636
Hauts-de-France,ProductionMWh,2594.199843234371
Hauts-de-France,ProductionMWh,3487.887899711507
Hauts-de-France,ProductionMWh,3407.308124509353
Hauts-de-France,ProductionMWh,2797.5261132037426
Hauts-de-France,ProductionMWh,2433.784384855361
Hauts-de-France,ProductionMWh,2800.3035231858094
Hauts-de-France,ProductionMWh,953.0
Hauts-de-France,ProductionMWh,5625.0
Ile-de-France,ConsumptionMWh,4065.5599689428473
Ile-de-France,ConsumptionMWh,2904.1481868200526
Ile-de-France,ConsumptionMWh,3706.9579252569665
Ile-de-France,ConsumptionMWh,4071.363874535203
Ile-de-France,ConsumptionMWh,4090.7959064081792
Ile-de-France,ConsumptionMWh,4235.1711109471535
Ile-de-France,ConsumptionMWh,4508.4109147122745
Ile-de-France,ConsumptionMWh,4450.110806371799
Ile-de-France,ConsumptionMWh,4476.74116853097
Ile-de-France,ConsumptionMWh,4833.015298349279
Ile-de-France,ConsumptionMWh,2980.73359268295
Ile-de-France,ConsumptionMWh,4594.328823364719
Ile-de-France,ConsumptionMWh,3373.13264896795
Ile-de-France,ConsumptionMWh,4049.994266683444
Ile-de-France,ConsumptionMWh,3162.659430244555
Ile-de-France,ConsumptionMWh,3983.0208741238635
Ile-de-France,ConsumptionMWh,2477.1169994429592
Ile-de-France,ConsumptionMWh,3960.2825002175564
Ile-de-France,ConsumptionMWh,1934.5
Ile-de-France,ConsumptionMWh,7669.0
Ile-de-France,ProductionMWh,276.5703292695464
Ile-de-France,ProductionMWh,420.299757289368
Ile-de-France,ProductionMWh,259.72086976802575
Ile-de-France,ProductionMWh,153.84766464658543
Ile-de-France,ProductionMWh,212.28673615849246
Ile-de-France,ProductionMWh,86.81349138836289
Ile-de-France,ProductionMWh,147.59566303075616
Ile-de-France,ProductionMWh,262.23347904136716
Ile-de-France,ProductionMWh,400.1835423976603
Ile-de-France,ProductionMWh,66.83540099882
Ile-de-France,ProductionMWh,170.56002055571773
Ile-de-France,ProductionMWh,158.70078019466075
Ile-de-France,ProductionMWh,74.02376633299627
Ile-de-France,ProductionMWh,219.76985582712425
Ile-de-France,ProductionMWh,243.56814801776528
Ile-de-France,ProductionMWh,173.5171584800648
Ile-de-France,ProductionMWh,343.491877024132
Ile-de-France,ProductionMWh,111.32558856800736
Ile-de-France,ProductionMWh,33.0
Ile-de-France,ProductionMWh,1662.5
Normandie,ConsumptionMWh,1477.4065413042838
Normandie,ConsumptionMWh,1891.7790080789682
Normandie,ConsumptionMWh,2102.200046528104
Normandie,ConsumptionMWh,1738.6439769417977
Normandie,ConsumptionMWh,1353.639303589422
Normandie,ConsumptionMWh,1790.3764439571
Normandie,ConsumptionMWh,1301.7864986163297
Normandie,ConsumptionMWh,1774.7156443908073
Normandie,ConsumptionMWh,1454.7507837640967
Normandie,ConsumptionMWh,1498.0303767897421
Normandie,ConsumptionMWh,2048.995361247166
Normandie,ConsumptionMWh,1452.0327614226708
Normandie,ConsumptionMWh,1950.209675701543
Normandie,ConsumptionMWh,1157.7230611456916
Normandie,ConsumptionMWh,2180.848595409171
Normandie,ConsumptionMWh,1744.6517758042423
Normandie,ConsumptionMWh,1877.2238957055488
Normandie,ConsumptionMWh,1792.352524284557
Normandie,ConsumptionMWh,396.0
Normandie,ConsumptionMWh,2879.5
Normandie,ProductionMWh,4090.109004974812
Normandie,ProductionMWh,4026.1517443819694
Normandie,ProductionMWh,2399.614417831777
Normandie,ProductionMWh,3661.9527192960813
Normandie,ProductionMWh,4194.8364759411525
Normandie,ProductionMWh,2757.688502627872
Normandie,ProductionMWh,3977.5751319521128
Normandie,ProductionMWh,3720.12308391459
Normandie,ProductionMWh,4110.388592705943
Normandie,ProductionMWh,3767.418426474392
Normandie,ProductionMWh,2736.7775334334033
Normandie,ProductionMWh,4960.650047422276
Normandie,ProductionMWh,2726.4118408776617
Normandie,ProductionMWh,3397.9542140371273
Normandie,ProductionMWh,4269.803609784808
Normandie,ProductionMWh,4278.574436333568
Normandie,ProductionMWh,4641.1903454001795
Normandie,ProductionMWh,3473.077602434935
Normandie,ProductionMWh,701.5
Normandie,ProductionMWh,6161.0
Nouvelle-Aquitaine,ConsumptionMWh,2492.178404230931
Nouvelle-Aquitaine,ConsumptionMWh,2766.304563138734
Nouvelle-Aquitaine,ConsumptionMWh,2843.380416973754
Nouvelle-Aquitaine,ConsumptionMWh,2282.5130417517335
Nouvelle-Aquitaine,ConsumptionMWh,2376.5785929554
Nouvelle-Aquitaine,ConsumptionMWh,2354.0616539308303
Nouvelle-Aquitaine,ConsumptionMWh,2248.504995082195
Nouvelle-Aquitaine,ConsumptionMWh,2123.226561332836
Nouvelle-Aquitaine,ConsumptionMWh,1895.9123080900708
Nouvelle-Aquitaine,ConsumptionMWh,3058.9087372184613
Nouvelle-Aquitaine,ConsumptionMWh,2485.546828188576
Nouvelle-Aquitaine,ConsumptionMWh,2130.983136322973
Nouvelle-Aquitaine,ConsumptionMWh,2037.2291213823316
Nouvelle-Aquitaine,ConsumptionMWh,2583.0436374094156
Nouvelle-Aquitaine,ConsumptionMWh,2074.6161545128007
Nouvelle-Aquitaine,ConsumptionMWh,2370.6246256116824
Nouvelle-Aquitaine,ConsumptionMWh,2289.3911124455444
Nouvelle-Aquitaine,ConsumptionMWh,2793.2932044806957
Nouvelle-Aquitaine,ConsumptionMWh,1027.5
Nouvelle-Aquitaine,ConsumptionMWh,4831.5
Nouvelle-Aquitaine,ProductionMWh,3107.7500009245505
Nouvelle-Aquitaine,ProductionMWh,2669.521683581326
Nouvelle-Aquitaine,ProductionMWh,2869.9392853142294
Nouvelle-Aquitaine,ProductionMWh,3383.172496088322
Nouvelle-Aquitaine,ProductionMWh,2450.424067788712
Nouvelle-Aquitaine,ProductionMWh,2882.951714644958
Nouvelle-Aquitaine,ProductionMWh,2992.2780505427654
Nouvelle-Aquitaine,ProductionMWh,2755.296887637
Nouvelle-Aquitaine,ProductionMWh,2887.1201866704578
Nouvelle-Aquitaine,ProductionMWh,3319.768223438649
Nouvelle-Aquitaine,ProductionMWh,2639.5538042329013
Nouvelle-Aquitaine,ProductionMWh,2028.5339501324775
Nouvelle-Aquitaine,ProductionMWh,3095.8000681107687
Nouvelle-Aquitaine,ProductionMWh,2770.8539499081094
Nouvelle-Aquitaine,ProductionMWh,3033.492747082545
Nouvelle-Aquitaine,ProductionMWh,2726.8249050433124
Nouvelle-Aquitaine,ProductionMWh,3090.346515228636
Nouvelle-Aquitaine,ProductionMWh,3017.9523876009985
Nouvelle-Aquitaine,ProductionMWh,319.0
Nouvelle-Aquitaine,ProductionMWh,5226.0
Occitanie,ConsumptionMWh,1979.752588832835
Occitanie,ConsumptionMWh,2643.809310515959
Occitanie,ConsumptionMWh,1771.158785664642
Occitanie,ConsumptionMWh,2133.1241659525376
Occitanie,ConsumptionMWh,2250.808217898951
Occitanie,ConsumptionMWh,1891.4360899849703
Occitanie,ConsumptionMWh,2176.1803168370707
Occitanie,ConsumptionMWh,2182.20943498098
Occitanie,ConsumptionMWh,2290.400737961335
Occitanie,ConsumptionMWh,2409.386509451604
Occitanie,ConsumptionMWh,2424.5820576254782
Occitanie,ConsumptionMWh,1988.916133458759
Occitanie,ConsumptionMWh,2563.195671431312
Occitanie,ConsumptionMWh,1992.9463441603057
Occitanie,ConsumptionMWh,2749.695767490504
Occitanie,ConsumptionMWh,2317.4401459734095
Occitanie,ConsumptionMWh,1613.3369552160707
Occitanie,ConsumptionMWh,2319.0595718522263
Occitanie,ConsumptionMWh,707.0
Occitanie,ConsumptionMWh,4349.5
Occitanie,ProductionMWh,2159.472061489443
Occitanie,ProductionMWh,1732.8523408968592
Occitanie,ProductionMWh,1270.575001944882
Occitanie,ProductionMWh,2089.9465492960926
Occitanie,ProductionMWh,2023.7118792993783
Occitanie,ProductionMWh,2264.2869314405284
Occitanie,ProductionMWh,1750.21615440647
Occitanie,ProductionMWh,1634.5674296325515
Occitanie,ProductionMWh,1566.3730257718214
Occitanie,ProductionMWh,1566.075137924821
Occitanie,ProductionMWh,2012.8337092372738
Occitanie,ProductionMWh,1659.7958100816115
Occitanie,ProductionMWh,1548.0772330495297
Occitanie,ProductionMWh,2364.348826079753
Occitanie,ProductionMWh,1583.957152065627
Occitanie,ProductionMWh,1353.133166600675
Occitanie,ProductionMWh,2002.6327976531516
Occitanie,ProductionMWh,2356.1586070410376
Occitanie,ProductionMWh,145.5
Occitanie,ProductionMWh,4061.5
Pays de la Loire,ConsumptionMWh,1606.459175416253
Pays de la Loire,ConsumptionMWh,1444.5101723043622
Pays de la Loire,ConsumptionMWh,1433.6736323497928
Pays de la Loire,ConsumptionMWh,1577.2392328018661
Pays de la Loire,ConsumptionMWh,1617.4533620033142
Pays de la Loire,ConsumptionMWh,1273.2497416965846
Pays de la Loire,ConsumptionMWh,1499.726778648397
Pays de la Loire,ConsumptionMWh,1667.2262142004106
Pays de la Loire,ConsumptionMWh,1459.9284928152292
Pays de la Loire,ConsumptionMWh,1820.2717635767112
Pays de la Loire,ConsumptionMWh,1584.3507813955478
Pays de la Loire,ConsumptionMWh,1806.9183074059677
Pays de la Loire,ConsumptionMWh,1381.4565184874366
Pays de la Loire,ConsumptionMWh,1515.037092499999
Pays de la Loire,ConsumptionMWh,1878.1643860411916
Pays de la Loire,ConsumptionMWh,1315.0928601937023
Pays de la Loire,ConsumptionMWh,1558.4939627894883
Pays de la Loire,ConsumptionMWh,1278.7046891756777
Pays de la Loire,ConsumptionMWh,351.5
Pays de la Loire,ConsumptionMWh,3132.5
Pays de la Loire,ProductionMWh,511.900823098366
Pays de la Loire,ProductionMWh,309.82530654902087
Pays de la Loire,ProductionMWh,282.0104818819995
Pays de la Loire,ProductionMWh,425.0109856994008
Pays de la Loire,ProductionMWh,382.55816136953854
Pays de la Loire,ProductionMWh,452.22986900465907
Pays de la Loire,ProductionMWh,311.1088758676449
Pays de la Loire,ProductionMWh,483.8111482981716
Pays de la Loire,ProductionMWh,381.0348527800564
Pays de la Loire,ProductionMWh,343.40286068202806
Pays de la Loire,ProductionMWh,362.78604154417127
Pays de la Loire,ProductionMWh,373.3192008263248
Pays de la Loire,ProductionMWh,371.1104221462031
Pays de la Loire,ProductionMWh,577.9144492307164
Pays de la Loire,ProductionMWh,680.0367741646958
Pays de la Loire,ProductionMWh,312.81725265832233
Pays de la Loire,ProductionMWh,385.74238037196267
Pays de la Loire,ProductionMWh,572.8945650625196
Pays de la Loire,ProductionMWh,-2.5
Pays de la Loire,ProductionMWh,1662.5
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2541.257056768015
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2224.2012987625217
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2701.349273760207
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2736.5524500056463
Provence-Alpes-Cote d'Azur,ConsumptionMWh,1960.952737473171
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2050.0104710342225
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2267.8286531667986
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2142.3097619470036
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2128.274647342125
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2456.9279184613433
Provence-Alpes-Cote d'Azur,ConsumptionMWh,1843.6799371759148
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2053.2697316642198
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2272.449589369794
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2082.2023153364485
Provence-Alpes-Cote d'Azur,ConsumptionMWh,1893.7350761834628
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2277.0988007554765
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2457.490723293374
Provence-Alpes-Cote d'Azur,ConsumptionMWh,2373.316615099176
Provence-Alpes-Cote d'Azur,ConsumptionMWh,1310.0
Provence-Alpes-Cote d'Azur,ConsumptionMWh,4165.5
Provence-Alpes-Cote d'Azur,ProductionMWh,1121.4759100703943
Provence-Alpes-Cote d'Azur,ProductionMWh,1028.17279973512
Provence-Alpes-Cote d'Azur,ProductionMWh,605.0222938041068
Provence-Alpes-Cote d'Azur,ProductionMWh,956.043773928804
Provence-Alpes-Cote d'Azur,ProductionMWh,1313.8595736174002
Provence-Alpes-Cote d'Azur,ProductionMWh,755.127695593187
Provence-Alpes-Cote d'Azur,ProductionMWh,1245.67190729982
Provence-Alpes-Cote d'Azur,ProductionMWh,1134.022354314113
Provence-Alpes-Cote d'Azur,ProductionMWh,906.3216255439859
Provence-Alpes-Cote d'Azur,ProductionMWh,1185.2572617029512
Provence-Alpes-Cote d'Azur,ProductionMWh,649.4975759069455
Provence-Alpes-Cote d'Azur,ProductionMWh,849.8099203768461
Provence-Alpes-Cote d'Azur,ProductionMWh,1389.2936436041095
Provence-Alpes-Cote d'Azur,ProductionMWh,1116.4968292394988
Provence-Alpes-Cote d'Azur,ProductionMWh,1063.549810833335
Provence-Alpes-Cote d'Azur,ProductionMWh,1033.51785029921
Provence-Alpes-Cote d'Azur,ProductionMWh,687.374030688004
Provence-Alpes-Cote d'Azur,ProductionMWh,1179.9261833652151
Provence-Alpes-Cote d'Azur,ProductionMWh,124.5
Provence-Alpes-Cote d'Azur,ProductionMWh,2868.5
